"a1","a2","a3","a4","a5","a6","b1","b2","b3","b4","b5","b6","c1","c2","c3","c4","c5","c6","d1","d2","d3","d4","d5","d6","e1","e2","e3","e4","e5","e6","f1","f2","f3","f4","f5","f6","g1","g2","g3","g4","g5","g6","winner","CenterTokens","TwoAndThree","HorizontalWeightedScore","HeighestPiece","OpenRun","OpenFirstLevel"
"1","1","0","0","0","0","2","0","0","0","0","0","2","1","2","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","-6","Player2","-1","3"
"2","2","1","0","0","0","1","1","2","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","Neither","-1","3"
"2","0","0","0","0","0","1","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","0","0","0","0","0","0","0","0","0","2","0","0","4","Player2","1","3"
"1","0","0","0","0","0","2","2","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","1","0","0","2","Player1","0","2"
"2","1","0","0","0","0","1","1","2","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-6","Player2","0","2"
"2","0","0","0","0","0","1","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","1","-1","0","2","Player1","1","2"
"0","0","0","0","0","0","2","1","2","0","0","0","2","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","1","0","0","8","Player2","3","2"
"2","2","0","0","0","0","1","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","6","Neither","-2","2"
"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","1","1","2","1","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","Player2","0","4"
"0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","1","2","0","1","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","-1","1","4","Player2","1","3"
"0","0","0","0","0","0","1","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","Neither","0","5"
"2","1","1","0","0","0","2","2","0","0","0","0","1","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","Player1","-1","3"
"0","0","0","0","0","0","1","2","0","0","0","0","1","1","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","-4","Neither","0","3"
"2","0","0","0","0","0","1","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","-1","2","Player1","0","4"
"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","1","2","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","2","0","0","0","0","2","0","0","-6","Player2","0","3"
"2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","2","2","1","0","0","0","1","0","0","6","Player1","1","3"
"2","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","1","2","0","0","0","0","1","-1","0","2","Player1","0","2"
"1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","1","2","0","0","0","0","2","0","0","0","0","0","1","-1","0","-2","Neither","0","1"
"0","0","0","0","0","0","1","1","2","2","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","2","0","0","-4","Player1","-1","3"
"0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","1","1","0","1","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","-1","0","0","Player1","-2","4"
"2","0","0","0","0","0","1","1","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","1","-1","0","0","Neither","3","2"
"1","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","1","2","0","1","0","0","0","Player2","1","4"
"0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","1","2","2","1","0","0","1","0","0","-2","Player1","0","3"
"1","0","0","0","0","0","1","1","2","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","1","0","1","0","Player2","-2","2"
"0","0","0","0","0","0","1","1","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","0","0","1","-1","0","0","Player1","2","3"
"2","1","0","0","0","0","2","1","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","4","Player2","2","3"
"0","0","0","0","0","0","1","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","1","0","0","2","0","0","0","0","0","1","0","0","4","Player1","2","3"
"0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","0","0","1","0","0","2","Player1","-2","4"
"0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","1","2","1","1","0","2","0","0","-2","Player1","-1","4"
"2","0","0","0","0","0","1","2","0","0","0","0","1","1","0","0","0","0","2","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","Neither","1","2"
"1","0","0","0","0","0","1","2","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","-2","0","-6","Neither","0","2"
"1","0","0","0","0","0","0","0","0","0","0","0","1","2","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","1","0","0","-4","Player2","2","4"
"2","1","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","2","0","0","-8","Player2","0","3"
"1","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","1","0","0","1","0","-1","2","Player1","2","4"
"2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","1","0","0","10","Player1","0","3"
"0","0","0","0","0","0","1","0","0","0","0","0","1","2","0","0","0","0","2","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","2","0","0","-4","Neither","-4","2"
"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","2","0","0","1","0","0","8","Player2","1","4"
"0","0","0","0","0","0","1","2","1","0","0","0","1","2","0","0","0","0","2","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","-1","0","-2","Player1","0","3"
"0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","0","0","0","1","2","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","Player2","0","5"
"1","2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","0","0","2","0","0","0","0","0","1","0","0","6","Player1","0","3"
"2","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","2","0","0","1","0","0","0","0","0","1","0","0","2","Player2","2","2"
"1","1","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","2","1","1","0","Player2","-1","4"
"1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","1","2","0","0","0","0","0","0","0","1","0","-1","-4","Player2","2","4"
"1","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","1","1","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","Player2","-1","3"
"1","2","0","0","0","0","1","2","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","2","0","0","-4","Player1","-2","3"
"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","1","1","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","-6","Player2","0","3"
"0","0","0","0","0","0","1","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","1","2","0","0","0","0","0","0","0","0","0","2","-1","0","-2","Player1","-1","4"
"0","0","0","0","0","0","2","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","1","1","0","0","0","0","0","0","0","2","0","0","0","Player1","0","4"
"0","0","0","0","0","0","2","2","1","0","0","0","1","1","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","Player1","2","3"
"0","0","0","0","0","0","2","2","0","0","0","0","1","0","0","0","0","0","1","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","12","Player1","0","3"
"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","2","0","0","0","0","1","2","2","1","0","0","1","-1","0","0","Player1","-1","3"
"0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","2","0","0","0","0","1","0","0","4","Player1","1","3"
"0","0","0","0","0","0","1","2","2","0","0","0","2","0","0","0","0","0","1","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","-1","0","2","Player2","0","2"
"2","0","0","0","0","0","2","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","2","2","0","0","0","1","1","0","10","Player2","2","2"
"2","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","-2","0","0","Neither","0","2"
"0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","1","2","1","1","2","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","4","Player2","-1","3"
"2","1","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","1","0","0","4","Player2","2","3"
"1","0","0","0","0","0","2","1","1","0","0","0","2","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-4","Player1","2","2"
"2","2","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","1","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","12","Player2","-1","4"
"2","0","0","0","0","0","1","1","2","2","0","0","1","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","Player2","1","3"
"1","2","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","-4","Player1","-2","3"
"0","0","0","0","0","0","1","1","0","0","0","0","2","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","1","0","0","-10","Player2","-2","3"
"0","0","0","0","0","0","1","1","0","0","0","0","1","2","2","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","1","0","-4","Player2","-1","2"
"2","2","1","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","8","Player1","3","3"
"2","0","0","0","0","0","2","2","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","1","0","0","12","Neither","2","2"
"0","0","0","0","0","0","2","0","0","0","0","0","2","1","2","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","2","0","6","Player2","5","2"
"0","0","0","0","0","0","2","2","2","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","-1","-2","Player2","1","4"
"1","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","2","2","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","2","-1","0","-12","Player2","-2","0"
"0","0","0","0","0","0","2","2","1","1","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","8","Player2","2","3"
"0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","1","0","0","1","0","0","0","0","0","2","0","0","-4","Player1","0","4"
"2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","1","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","1","0","12","Player2","5","2"
"1","1","2","0","0","0","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","2","0","0","0","Player2","-1","3"
"0","0","0","0","0","0","1","1","0","0","0","0","2","0","0","0","0","0","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","1","0","0","-6","Player1","-1","3"
"1","1","0","0","0","0","1","2","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","1","0","0","-4","Player1","0","2"
"0","0","0","0","0","0","2","1","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","0","0","1","-1","0","-4","Player1","-1","3"
"1","1","2","1","0","0","1","2","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","-8","Player1","-2","4"
"2","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","1","1","0","6","Player2","-1","0"
"0","0","0","0","0","0","1","1","2","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","2","-1","0","-10","Player2","-3","3"
"2","0","0","0","0","0","1","0","0","0","0","0","2","1","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","-1","0","-4","Player2","-1","1"
"0","0","0","0","0","0","1","0","0","0","0","0","2","2","1","0","0","0","1","2","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","Player1","-1","3"
"1","2","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","2","0","0","0","0","1","0","0","-2","Player2","0","1"
"1","0","0","0","0","0","2","2","0","0","0","0","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","2","0","0","-6","Neither","-3","2"
"1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","1","1","0","2","0","0","-8","Player1","-2","3"
"1","2","2","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","2","1","0","2","Player2","0","2"
"2","1","1","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","1","0","0","2","Player1","0","3"
"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","2","1","0","2","0","0","0","0","0","0","0","0","0","0","0","1","-1","0","-4","Player1","-2","3"
"1","1","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","-6","Neither","-2","2"
"1","2","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","1","-1","0","0","Neither","0","1"
